Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
ETH01,21/12/2016,5314,ETAB SOAP FACTORY,ETH,SOAP/CLEANING /HYGIENE SUPPLIE,"443,376"
ETH01,21/12/2016,5316,CHEKOLE BELETE BUILDING CONTRACTOR,CHE,MAINTENANCE/ CONSTRUCTION SER,"288,960"
HQSMS,21/12/2016,36998,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"315,000"
HQSMS,21/12/2016,36999,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"376,350"
HQSMS,21/12/2016,37003,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"315,000"
HQSMS,21/12/2016,37005,N-R-S INTERNATIONAL -  FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"2,152,800"
HQSMS,21/12/2016,37009,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"301,080"
HQSMS,21/12/2016,37011,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"565,104"
HQSMS,21/12/2016,37016,MICROSOFT IRELAND OPERATIONS LTD,IRL,COMPUTER SERVICES,"194,000"
HQSMS,21/12/2016,37016,MICROSOFT IRELAND OPERATIONS LTD,IRL,COMPUTER SERVICES,"189,000"
HQSMS,21/12/2016,37021,WHO (UNICC),CHE,COMPUTER SERVICES,"206,000"
HQSMS,21/12/2016,37026,PUYOUNG IND CO. LTD,KOR,PLASTIC PRODUCTS (SHEETS & ROL,"1,343,880"
HQSMS,21/12/2016,37030,ORACLE SOFTWARE GMBH,CHE,COMPUTER SERVICES,"500,000"
HQSMS,21/12/2016,37031,KEID S.A.L,LBN,WATER COOLED POWER GENERATORS,"651,355"
HQSMS,21/12/2016,37031,KEID S.A.L,LBN,WATER COOLED POWER GENERATORS,"670,328"
HQSMS,21/12/2016,37031,KEID S.A.L,LBN,AIR COOLED POWER GENERATORS,"1,041,295"
HQSMS,21/12/2016,37033,PUYOUNG IND CO. LTD,KOR,PLASTIC PRODUCTS (SHEETS & ROL,"1,343,880"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,21/12/2016,37038,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"652,657"
HQSMS,21/12/2016,37039,DANOFFICE PLC,DNK,COMPUTERS,"115,200"
HQSMS,21/12/2016,37040,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"354,600"
HQSMS,21/12/2016,37042,RENAULT TRUCKS SAS,FRA,GENERAL CARGO TRUCKS,"123,248"
HQSMS,21/12/2016,37046,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"420,638"
HQSMS,21/12/2016,37048,NRS Relief FZE,ARE,BLANKETS,"185,069"
HQSMS,21/12/2016,37053,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"257,697"
KEN01,21/12/2016,9545,HASHI ENERGY LIMITED,KEN,DIESEL,"132,548"
KEN01,21/12/2016,9554,KUEHNE AND NAGEL A/S,DNK,CHARTERS,"1,500,000"
HQSMS,20/12/2016,36993,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"125,605"
KEN01,20/12/2016,9544,KUEHNE AND NAGEL A/S,DNK,CHARTERS,"668,400"
KEN01,20/12/2016,9544,KUEHNE AND NAGEL A/S,DNK,CHARTERS,"1,594,500"
SYR01,20/12/2016,4602,EBLA TRADING JLT,ARE,TOOL KITS,"303,225"
TUR01,20/12/2016,3178,SERENAS ULUSLARARASI TURIZM KONGRE,TUR,MEETING/TRAVEL/ FOOD SER,"156,012"
TUR01,20/12/2016,3182,YUNUS EMRE VAKFI IKTISADI ISLETMESI,TUR,PRINTED MEDIA,"131,779"
AFG01,19/12/2016,4350,ALI SHANG MSP,AFG,BUSINESS/ ADMINISTRATIVE SER,"120,000"
COD01,19/12/2016,6538,STE JIN JIN INTERNATIONAL SARL,COD,TELECOMS ACC/ SMALL HARDWARE,"124,350"
COD01,19/12/2016,6545,WORLD FOOD PROGRAMME,ITA,CHARTERS,"118,117"
DZA01,19/12/2016,875,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"224,896"
GRC01,19/12/2016,1866,SPACE HELLAS S.A.,GRC,OFFICE SUPPLIES,"279,429"
GRC01,19/12/2016,1867,INTRAKAT,GRC,PREFABRICATED House,"131,108"
HQSMS,19/12/2016,36943,VISION BRANDS EAST AFRICA LIMITED,KEN,PERSONAL CARE PRODUCTS,"291,820"
HQSMS,19/12/2016,36944,ADFINITAS GROUP BV,NLD,ADVERTISING/ INFORMATION SER,"173,301"
HQSMS,19/12/2016,36948,Samman and Partner Accountants Co.,JOR,FINANCIAL SERVICES,"387,900"
HQSMS,19/12/2016,36950,PRICE WATERHOUSE COOPERS,CHE,FINANCIAL SERVICES,"222,750"
HQSMS,19/12/2016,36951,Moore Stephens LLP,GBR,FINANCIAL SERVICES,"1,682,690"
HQSMS,19/12/2016,36968,NRS Relief FZE,ARE,PREFABRICATED Warehouse,"720,000"
HQSMS,19/12/2016,36969,RELIEF AND  MISSION LOGISTICS LTD,KEN,TRANSPORT SUPPORT,"136,000"
HQSMS,19/12/2016,36980,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"420,000"
HQSMS,19/12/2016,36981,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"645,192"
HQSMS,19/12/2016,36982,KITCHEN ESSENTIALS,IND,KITCHENWARE,"510,453"
HQSMS,19/12/2016,36985,KITCHEN ESSENTIALS,IND,KITCHENWARE,"603,262"
HQSMS,19/12/2016,36987,THE MEDICAL EXPORT GROUP BV,NLD,MISC DRUGS,"282,717"
HQSMS,19/12/2016,36988,KITCHEN ESSENTIALS,IND,KITCHENWARE,"950,290"
HQSMS,19/12/2016,36989,IMRES,NLD,MISC MEDICAL SUPPLIES,"105,738"
HRV01,19/12/2016,504,IVETA d.o.o.,HRV,BUSINESS/ ADMINISTRATIVE SER,"143,031"
IRQ01,19/12/2016,3063,DAKOR COMPANY,IRQ,FUELS (UNSPECIFIED),"643,162"
IRQ01,19/12/2016,3066,RAM DIS TICARET A.S.,TUR,PERSONAL CARE PRODUCTS,"834,800"
IRQ01,19/12/2016,3066,RAM DIS TICARET A.S.,TUR,PERSONAL CARE PRODUCTS,"493,000"
KEN01,19/12/2016,9527,DOSHI AND CO (HARDWARE) LIMITED,KEN,WATER PIPES/ RELATED SUPPLIERS,"261,365"
KEN01,19/12/2016,9539,RIARA CONSTRUCTION & ENGINEERING LTD,KEN,MAINTENANCE/ CONSTRUCTION SER,"512,518"
KOR01,19/12/2016,761,Dong Hoo,KOR,MAINTENANCE/ CONSTRUCTION SER,"144,974"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
LBR01,19/12/2016,2112,UNITED NATIONS MISSION IN LIBERIA,LBR,DIESEL,"185,000"
LBR01,19/12/2016,2113,ELECTRONIC COMMUNICATIONS CONSULTING,LBR,ENGINEERING SERVICES,"146,213"
LBY01,19/12/2016,427,Click Co. For Computer imports & Access.,LBY,BAGS,"129,092"
LBY01,19/12/2016,428,Delta Libya for services LTD,LBY,SOAP/CLEANING /HYGIENE SUPPLIE,"135,811"
LBY01,19/12/2016,430,Alnaqil Co. for catering Services ltd.,LBY,MEETING/TRAVEL/ FOOD SER,"300,000"
LBY01,19/12/2016,432,Atheel co. for general contracting & re,LBY,MAINTENANCE/ CONSTRUCTION SER,"1,087,082"
NGA01,19/12/2016,1287,Ministry of Reconstruction Reh and Reset,NGA,MAINTENANCE/ CONSTRUCTION SER,"212,430"
PAK01,19/12/2016,5412,THE SQUARE,PAK,SCHOOL SUPPLIES,"541,868"
PAK01,19/12/2016,5412,THE SQUARE,PAK,SCHOOL SUPPLIES,"645,739"
SDN01,19/12/2016,5895,GENEVA INTERNATIONAL SERVICES CO. LTD,SDN,WATER CANS,"199,997"
SRB01,19/12/2016,1357,O!PHILIP,SRB,BEDCLOTHES/ MATRESSES/ TOWELS,"123,397"
SSD01,19/12/2016,2834,DAVIS AND SHIRTLIFF Ltd.,KEN,LAMP/ LAMP COMPONENTS,"149,600"
TZA01,19/12/2016,3733,INDEPTH SCIENTIFIC COMPANY LTD,TZA,MISC MEDICAL SUPPLIES,"112,853"
UGA01,19/12/2016,5848,EXAKTLY UGANDA LIMITED,UGA,MATERIAL HANDLING EQUIP,"128,404"
UGA01,19/12/2016,5857,Blue Pearls Co Limited,UGA,TRANSPORT SUPPORT,"198,129"
UKR01,19/12/2016,2032,LLC Sky Trade Ukraine,UKR,FUELS (UNSPECIFIED),"1,106,214"
EGY01,18/12/2016,1919,Shorouk for modern printing & packaging,EGY,PHOTO/ GRAPHIC/ DESIGN SER,"809,200"
HQSMS,18/12/2016,36936,DANOFFICE PLC,DNK,COMPUTERS,"100,191"
IRQ01,18/12/2016,3059,ALLEN VANGUARD LTD,GBR,SECURITY/ DETECTION EQUIP/ SUP,"376,975"
IRQ01,18/12/2016,3060,Thaer Slewa Alah Wrdi Konda Co,IRQ,LAMP/ LAMP COMPONENTS,"425,000"
IRQ01,18/12/2016,3060,Thaer Slewa Alah Wrdi Konda Co,IRQ,LAMP/ LAMP COMPONENTS,"255,000"
KEN01,18/12/2016,9519,IKHLAS BOOKSHOP AND STATIONARY,KEN,PRINTED MEDIA,"156,235"
SDN01,18/12/2016,5877,AL FARIS AL ARABI IMPORT & EXPORT,SDN,WATER BUCKET/ BASINE,"141,251"
SDN01,18/12/2016,5881,MUSA ELNAIER ADAM FOR CONSTRUCTION,SDN,WOOD POLES,"111,600"
SYR01,18/12/2016,4594,MOUASASET LAKAH,SYR,MAINTENANCE/ CONSTRUCTION SER,"192,558"
YEM01,18/12/2016,3024,ALQUSS COMPANY FOR TRADING,YEM,WOOD POLES,"414,000"
YEM01,18/12/2016,3024,ALQUSS COMPANY FOR TRADING,YEM,STRUCTURAL BUILDING PRODUCTS /,"210,000"
YEM01,18/12/2016,3025,Al-sharq For Foam And Textil Industrial,YEM,BEDCLOTHES/ MATRESSES/ TOWELS,"3,710,000"
GRC01,17/12/2016,1844,KMS BUILDING S.A,GRC,PREFABRICATED House,"114,172"
GRC01,17/12/2016,1844,KMS BUILDING S.A,GRC,PREFABRICATED House,"541,645"
GRC01,17/12/2016,1844,KMS BUILDING S.A,GRC,PREFABRICATED House,"357,739"
GRC01,17/12/2016,1844,KMS BUILDING S.A,GRC,PREFABRICATED House,"152,229"
KEN01,17/12/2016,9501,EXPORT HYDRO PUMP AND SERVICES AFRICA LT,KEN,MAINTENANCE/ CONSTRUCTION SER,"135,555"
KEN01,17/12/2016,9513,MULTITRADE INDUSTRIAL SUPPLIERS LTD,KEN,MAINTENANCE/ CONSTRUCTION SER,"170,440"
SDN01,17/12/2016,5872,Galgalo Transportation Services Enterpri,SDN,ROOFING MATERIAL,"119,040"
SDN01,17/12/2016,5872,Galgalo Transportation Services Enterpri,SDN,ROOFING MATERIAL,"115,199"
CHN01,16/12/2016,1854,LAPUTA TECHNOLOGIES LIMITED,HKG,COMPUTER SERVICES,"126,715"
COD01,16/12/2016,6522,"House Matic, S.L.",ESP,PREFABRICATED House,"152,601"
ETH01,16/12/2016,5283,ETAB SOAP FACTORY,ETH,SOAP/CLEANING /HYGIENE SUPPLIE,"142,500"
GRC01,16/12/2016,1840,AMAXOTECHNIKI - S.A.,GRC,BEDCLOTHES/ MATRESSES/ TOWELS,"339,703"
HQSMS,16/12/2016,36878,Paramount Tarpaulin Industries,PAK,BLANKETS,"870,048"
HQSMS,16/12/2016,36880,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,BLANKETS,"717,051"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,16/12/2016,36883,NRS Relief FZE,ARE,BLANKETS,"1,559,739"
HQSMS,16/12/2016,36885,NRS Relief FZE,ARE,BLANKETS,"492,549"
HQSMS,16/12/2016,36890,NRS Relief FZE,ARE,BLANKETS,"533,595"
HQSMS,16/12/2016,36893,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"129,176"
HQSMS,16/12/2016,36895,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"7,985,340"
HQSMS,16/12/2016,36901,NRS Relief FZE,ARE,BEDCLOTHES/ MATRESSES/ TOWELS,"154,076"
HQSMS,16/12/2016,36902,STREAMFLOW POLYWEAVE PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"153,090"
HQSMS,16/12/2016,36906,PUYOUNG IND CO. LTD,KOR,PLASTIC PRODUCTS (SHEETS & ROL,"385,580"
HQSMS,16/12/2016,36907,PUYOUNG IND CO. LTD,KOR,PLASTIC PRODUCTS (SHEETS & ROL,"289,185"
HQSMS,16/12/2016,36909,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"107,550"
HQSMS,16/12/2016,36911,PUYOUNG IND CO. LTD,KOR,PLASTIC PRODUCTS (SHEETS & ROL,"771,160"
HQSMS,16/12/2016,36915,Phoenix Trading & Consulting Pvt. Ltd.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"150,660"
HQSMS,16/12/2016,36918,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"840,000"
HQSMS,16/12/2016,36921,KPMG France SA,FRA,FINANCIAL SERVICES,"2,157,548"
HQSMS,16/12/2016,36928,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"117,373"
MEX01,16/12/2016,483,IMPACTO SOCIAL CONSULTORES S.C.,MEX,ENGINEERING SERVICES,"203,619"
NGA01,16/12/2016,1276,Ministry of Reconstruction Reh and Reset,NGA,MAINTENANCE/ CONSTRUCTION SER,"128,697"
NGA01,16/12/2016,1280,PRIME LODGE APARTMENT LTD,NGA,MAINTENANCE/ CONSTRUCTION SER,"149,064"
RSHNA,16/12/2016,1227,MFI OFFICE SOLUTIONS,KEN,OFFICE SUPPLIES,"250,000"
UGA01,16/12/2016,5833,BAGAVE TRADERS,UGA,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"108,971"
GRC01,15/12/2016,1815,ERGA PESSOS ATE,GRC,MAINTENANCE/ CONSTRUCTION SER,"166,511"
HQSMS,15/12/2016,35984,PricewaterhouseCoopers LLP,GBR,BUSINESS/ ADMINISTRATIVE SER,"341,160"
HQSMS,15/12/2016,35984,PricewaterhouseCoopers LLP,GBR,EDUCATION/ TRAINING SERVICES,"150,000"
HQSMS,15/12/2016,36833,H. NIZAM DIN AND SONS LTD.,PAK,FABRICS/ LEATHER MATERIALS,"619,000"
HQSMS,15/12/2016,36837,N-R-S INTERNATIONAL -  FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"8,135,040"
HQSMS,15/12/2016,36842,O.K.I. GENERAL TRADING LLC,ARE,WATER BUCKET/ BASINE,"233,280"
