Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
UGA01,28/12/2017,6563,ABUDE CONSTRUCTION LTD,UGA,CARGO/PASSENGER TRANSPORT,"184,173"
UGA01,28/12/2017,6566,PAGRAM SOLUTIONS LIMITED,UGA,CARGO/PASSENGER TRANSPORT,"1,044,948"
UGA01,28/12/2017,6567,SANLAIT FRIENDS,UGA,CARGO/PASSENGER TRANSPORT,"143,443"
UGA01,28/12/2017,6572,HOTEL ZAWADI LTD,UGA,MAINTENANCE/ CONSTRUCTION SER,"108,507"
UGA01,28/12/2017,6573,HONDA UGANDA LTD,UGA,MOTORIZED CYCLES,"145,000"
UGA01,28/12/2017,6575,HONDA UGANDA LTD,UGA,MOTORIZED CYCLES,"145,000"
UGA01,28/12/2017,6577,KEYSTONE CONSTRUCTION LTD,UGA,MAINTENANCE/ CONSTRUCTION SER,"454,824"
UGA01,28/12/2017,6579,DIVINE GOLDEN LOGISTICS LIMITED,UGA,SECURITY/ DETECTION EQUIP/ SUP,"199,928"
UGA01,28/12/2017,6580,NASERA SUITES,CHE,CARGO/PASSENGER TRANSPORT,"2,198,017"
UGA01,28/12/2017,6581,Blue Pearls Co Limited,UGA,CARGO/PASSENGER TRANSPORT,"1,612,910"
UGA01,28/12/2017,6582,SARJAN CONSTRUCTION (U) LTD,UGA,MAINTENANCE/ CONSTRUCTION SER,"146,960"
UGA01,28/12/2017,6583,BLD CONSULTS UGANDA LTD,UGA,CARGO/PASSENGER TRANSPORT,"109,290"
UGA01,28/12/2017,6587,NILE STAR TRADE LINK,UGA,CARGO/PASSENGER TRANSPORT,"1,187,803"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
UGA01,28/12/2017,6589,ABUDE CONSTRUCTION LTD,UGA,CARGO/PASSENGER TRANSPORT,"1,700,950"
UGA01,28/12/2017,6590,SARJAN CONSTRUCTION (U) LTD,UGA,MAINTENANCE/ CONSTRUCTION SER,"331,161"
UGA01,28/12/2017,6592,HOME BUILDERS LIMITED,UGA,MAINTENANCE/ CONSTRUCTION SER,"307,795"
UGA01,28/12/2017,6593,HOME BUILDERS LIMITED,UGA,MAINTENANCE/ CONSTRUCTION SER,"109,911"
UGA01,28/12/2017,6594,ARC CONSTRUCTION AND SUPPLIES CO LTD,UGA,MAINTENANCE/ CONSTRUCTION SER,"320,217"
UGA01,28/12/2017,6595,UGANDA MARTYRS HOUSING AND CONSTRUCTION,UGA,MAINTENANCE/ CONSTRUCTION SER,"255,543"
UGA01,28/12/2017,6596,UGANDA MARTYRS HOUSING AND CONSTRUCTION,UGA,MAINTENANCE/ CONSTRUCTION SER,"242,169"
UNOPS,28/12/2017,12,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"151,949"
UNOPS,28/12/2017,15,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"741,639"
YEM01,28/12/2017,3255,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"5,000,000"
HQSMS,27/12/2017,41346,OPEN TEXT AG - SUISSE,CHE,COMPUTER SERVICES,"388,871"
HQSMS,27/12/2017,41348,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"5,472,390"
HQSMS,27/12/2017,41349,ORACLE SOFTWARE GMBH,CHE,COMPUTER SERVICES,"146,642"
HQSMS,27/12/2017,41350,VOLVO TRUCK CORPORATION,SWE,GENERAL CARGO TRUCKS,"216,262"
HQSMS,27/12/2017,41351,ORACLE SOFTWARE GMBH,CHE,COMPUTER SERVICES,"297,926"
HQSMS,27/12/2017,41354,ORACLE SOFTWARE GMBH,CHE,COMPUTER SERVICES,"370,076"
HQSMS,27/12/2017,41356,VOLVO TRUCK CORPORATION,SWE,GENERAL CARGO TRUCKS,"106,694"
HQSMS,27/12/2017,41359,RENAULT TRUCKS SAS,FRA,GENERAL CARGO TRUCKS,"360,664"
HQSMS,27/12/2017,41360,NOVACOM SERVICES,FRA,SATELLITE EQUIP/ ACCESSORIES,"230,000"
KEN01,27/12/2017,10508,WINDLE CHARITABLE TRUST,KEN,BUSINESS/ ADMINISTRATIVE SER,"198,493"
KEN01,27/12/2017,10510,SYNCHROLITE GENERAL CONTRACTORS LTD,KEN,MAINTENANCE/ CONSTRUCTION SER,"246,402"
KEN01,27/12/2017,10511,FASAR ENTERPRISES LIMITED,KEN,MAINTENANCE/ CONSTRUCTION SER,"161,911"
UNOPS,27/12/2017,11,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"1,060,776"
UNOPS,26/12/2017,14,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"667,346"
AGO01,24/12/2017,900,D.T.I.G LDA,AGO,MAINTENANCE/ CONSTRUCTION SER,"350,530"
ETH01,22/12/2017,6377,IOM,ETH,BUSINESS/ ADMINISTRATIVE SER,"300,462"
ETH01,22/12/2017,6379,ABDULLAHI ADEN ROBEL,ETH,BUSINESS/ ADMINISTRATIVE SER,"117,458"
ETH01,22/12/2017,6380,AMINA SULRY,ETH,FINANCIAL SERVICES,"117,458"
ETH01,22/12/2017,6381,Ahmed Hasi Muhumed,ETH,FINANCIAL SERVICES,"117,458"
ETH01,22/12/2017,6382,KADAR BARKAT BILAL,ETH,FINANCIAL SERVICES,"131,305"
ETH01,22/12/2017,6383,Mohamed Ibrahim Cons Materilas wholsaler,ETH,FINANCIAL SERVICES,"131,305"
ETH01,22/12/2017,6384,JAMAL ABDIGANI,ETH,FINANCIAL SERVICES,"131,305"
HQSMS,22/12/2017,41314,Microsoft Switzerland Ltd. Liab Co.,CHE,COMPUTER SERVICES,"160,804"
HQSMS,22/12/2017,41315,ACHELIS MATERIAL HANDLING LTD,KEN,CONSTRUCTION VEHICLES/EQUIP,"204,000"
HQSMS,22/12/2017,41315,ACHELIS MATERIAL HANDLING LTD,KEN,GENERAL CARGO TRUCKS,"235,908"
HQSMS,22/12/2017,41326,Sunrise Communications AG,CHE,TELEPHONY EQUIPMENT/ SUPPLIES,"120,879"
HQSMS,22/12/2017,41341,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"205,560"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
KEN01,22/12/2017,10505,DOSHI AND CO (HARDWARE) LIMITED,KEN,WATER PIPES/ RELATED SUPPLIERS,"126,340"
MMR01,22/12/2017,2191,"MYANMAR POSCO STEEL CO., LTD",MMR,ROOFING MATERIAL,"413,763"
SSD01,22/12/2017,3330,Emaha General Construction & Trading Co,UGA,BUSINESS/ ADMINISTRATIVE SER,"210,072"
UGA01,22/12/2017,6516,INTERNATIONAL RESCUE COMMITTEE (IRC),PAK,BUSINESS/ ADMINISTRATIVE SER,"623,499"
UGA01,22/12/2017,6519,ASS OF VOLUNTEERS IN INT. SERVICE,SSD,BUSINESS/ ADMINISTRATIVE SER,"216,329"
UGA01,22/12/2017,6548,HOTEL ZAWADI LTD,UGA,MAINTENANCE/ CONSTRUCTION SER,"138,996"
UKR01,22/12/2017,2482,LOGISTIKDON LTD,RUS,CONCRETE/ CEMENT/ PLASTER,"833,000"
UKR01,22/12/2017,2482,LOGISTIKDON LTD,RUS,MAINTENANCE/ CONSTRUCTION SER,"200,000"
UKR01,22/12/2017,2483,"LLC ""Proektstroybiznes""",UKR,CONCRETE/ CEMENT/ PLASTER,"355,000"
UNOPS,22/12/2017,9,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"111,014"
BFA01,21/12/2017,901,LUXE PROJET DE CONSTRUCTION,BFA,MAINTENANCE/ CONSTRUCTION SER,"130,773"
BIH01,21/12/2017,2312,AMITEA d.o.o.Mostar,BIH,MAINTENANCE/ CONSTRUCTION SER,"107,927"
CAF01,21/12/2017,1933,TRADEX CENTRAFRIQUE,CAF,DIESEL,"129,755"
COD01,21/12/2017,7030,AMICOR SPRL,COD,HEALTHCARE SERVICES,"380,621"
COD01,21/12/2017,7041,ESTC RDC,COD,HEALTHCARE SERVICES,"144,063"
COD01,21/12/2017,7051,ENGEN,COD,DIESEL,"248,400"
COD01,21/12/2017,7066,UNHAS RDC,COD,CARGO/PASSENGER TRANSPORT,"124,213"
EGY01,21/12/2017,2010,Life Care Technology,CHE,MEDICAL KITS,"1,362,714"
EGY01,21/12/2017,2012,Vodafone Data,EGY,MISC COMPUTER EQUIP/SUPPL,"1,702,620"
ETH01,21/12/2017,6331,NUNU CONSTRUCTIO,ETH,MAINTENANCE/ CONSTRUCTION SER,"121,760"
ETH01,21/12/2017,6341,ETAB SOAP FACTORY,ETH,SOAP/CLEANING /HYGIENE SUPPLIE,"120,652"
ETH01,21/12/2017,6364,ACTION CONTRE LA FAIM,ETH,BUSINESS/ ADMINISTRATIVE SER,"214,332"
GRC01,21/12/2017,2575,PREPAID FINANCIAL SERVICES LTD,GBR,FINANCIAL SERVICES,"148,104"
GRC01,21/12/2017,2577,COMO IKE,GRC,HOUSEHOLD FURNITURE/EQUIPMENT,"126,398"
HQSMS,21/12/2017,41245,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"221,850"
HQSMS,21/12/2017,41247,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"145,628"
HQSMS,21/12/2017,41283,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"212,674"
HQSMS,21/12/2017,41302,IMRES,NLD,MISC DRUGS,"202,932"
IRN01,21/12/2017,6386,Bureau for Aliens and Foreign Immigrants,IRN,BUSINESS/ ADMINISTRATIVE SER,"493,342"
IRQ01,21/12/2017,3347,UNITED NATIONS ASS. MISSION FOR IRAQ,KWT,BUSINESS/ ADMINISTRATIVE SER,"100,000"
IRQ01,21/12/2017,3348,POWER MEN COMPANY,IRQ,SOLAR GENERATORS/ SUPPLIES,"143,100"
IRQ01,21/12/2017,3354,Kiman Company,IRQ,MAINTENANCE/ CONSTRUCTION SER,"2,493,125"
IRQ01,21/12/2017,3355,ENERGY LOGISTICS,IRQ,CARGO/PASSENGER TRANSPORT,"149,000"
IRQ01,21/12/2017,3358,Asia Cell Communication PJSC,IRQ,TELECOMS SERVICES,"165,590"
KEN01,21/12/2017,10463,MULTITRADE INDUSTRIAL SUPPLIERS LTD,KEN,STRUCTURAL BUILDING PRODUCTS /,"357,391"
KEN01,21/12/2017,10497,SABRIN BUS SERVICE LTD,KEN,CARGO/PASSENGER TRANSPORT,"601,652"
LBN01,21/12/2017,2740,CENTURY MOTOR Co. SAL,LBN,DUMP TRUCKS/TRAILERS,"103,000"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
LBY01,21/12/2017,552,ASHUAA ALDWALI COMPANY,LBY,SOAP/CLEANING /HYGIENE SUPPLIE,"149,990"
MKD01,21/12/2017,871,Elikosoft Rade DOOEL,MKD,COMPUTER SERVICES,"187,877"
PAK01,21/12/2017,5654,Inspire-Pakistan,PAK,BUSINESS/ ADMINISTRATIVE SER,"215,479"
PAK01,21/12/2017,5657,zarak khan and co (NTN 3999612-3),PAK,MAINTENANCE/ CONSTRUCTION SER,"612,506"
PAK01,21/12/2017,5658,ZEB & COMPANY,PAK,CLOTHING,"157,574"
SEN01,21/12/2017,2592,INTEGRAL LOGISTIX SARL,SEN,WATER PUMPS,"119,759"
SSD01,21/12/2017,3327,Tristar Transport LLC,ARE,DIESEL,"270,000"
SYR01,21/12/2017,4909,ABD AZIZ AL KADRI,SYR,MISC DRUGS,"302,242"
SYR01,21/12/2017,4911,Baroud Drug Store,SYR,MISC DRUGS,"267,060"
SYR01,21/12/2017,4912,FLYING HORSE S.A.L ( OFF SHORE ),LBN,CLOTHING,"881,020"
TUR01,21/12/2017,4394,SERENAS ULUSLARARASI TURIZM KONGRE,TUR,MEETING/TRAVEL/ FOOD SER,"147,000"
TUR01,21/12/2017,4395,YAKUPOGLU TEKSTIL VE DERI SAN. TIC. A.S,TUR,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"914,560"
UGA01,21/12/2017,6494,ROJA UGANDA LIMITED,UGA,MAINTENANCE/ CONSTRUCTION SER,"115,195"
UGA01,21/12/2017,6495,OFFICE OF THE PRIME MINISTER - DOR(L/S),UGA,BUSINESS/ ADMINISTRATIVE SER,"365,073"
UGA01,21/12/2017,6504,DANISH REFUGEE COUNCIL - DRC,UGA,BUSINESS/ ADMINISTRATIVE SER,"236,434"
UGA01,21/12/2017,6509,MEDICAL TEAMS INTERNATIONAL  UGANDA,UGA,BUSINESS/ ADMINISTRATIVE SER,"936,988"
UGA01,21/12/2017,6514,HUMANITARIAN INITIATIVE JUST RELIEF AID,UGA,BUSINESS/ ADMINISTRATIVE SER,"105,533"
UKR01,21/12/2017,2470,PJSC Ukrposhta,UKR,BUSINESS/ ADMINISTRATIVE SER,"652,416"
YEM01,21/12/2017,3253,SALEH HUSSEIN MUS'ED AL-YUHEIRI,YEM,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"109,800"
ZMB01,21/12/2017,1788,TOYOTA ZAMBIA LIMITED,ZMB,BUS,"116,224"
AFG01,20/12/2017,4610,OBAIDULLAH KHOSTI  LOGISTIC COMPANY,AFG,FLUID/ GAS DISTRIBUTION,"117,240"
BFA01,20/12/2017,899,OMA SENISOT BURKINA,BFA,MOTORIZED CYCLES,"142,275"
BGD01,20/12/2017,1291,MDS Enterprise,BGD,STRUCTURAL BUILDING PRODUCTS /,"198,819"
CAF01,20/12/2017,1909,SOCIETE CAM sarl,CAF,TYRES/ TYRE TUBES,"105,000"
CAF01,20/12/2017,1910,CFAO,CAF,SPARE PARTS/ ACCESSORIES,"120,000"
ECU01,20/12/2017,1700,CASABACA S.A.,ECU,4x4 DC PICK-UP,"104,970"
ECU01,20/12/2017,1700,CASABACA S.A.,ECU,4x4 STATION WAGON,"203,940"
ETH01,20/12/2017,6316,DANISH REFUGEE COUNCIL,ETH,BUSINESS/ ADMINISTRATIVE SER,"695,868"
ETH01,20/12/2017,6320,International Rescue Committee,ETH,BUSINESS/ ADMINISTRATIVE SER,"2,438,702"
HQSMS,20/12/2017,41170,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"218,920"
HQSMS,20/12/2017,41177,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"635,800"
HQSMS,20/12/2017,41190,PRIYANKA (INDIA) PVT LTD,IND,KITCHENWARE,"166,493"
HQSMS,20/12/2017,41203,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"433,685"
HQSMS,20/12/2017,41205,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC MEDICAL SUPPLIES,"166,088"
HQSMS,20/12/2017,41208,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,SPARE PARTS/ ACCESSORIES,"484,589"
HQSMS,20/12/2017,41213,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"328,500"
HQSMS,20/12/2017,41234,Shree Balaji Woollen Mills,IND,BLANKETS,"103,723"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,20/12/2017,41242,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC MEDICAL SUPPLIES,"1,310,085"
IRQ01,20/12/2017,3341,Al Sami General Trade Company Ltd.,JOR,HOUSEHOLD FURNITURE/EQUIPMENT,"736,229"
IRQ01,20/12/2017,3346,PREMIERE URGENCE INTERNATIONALE,IRQ,BUSINESS/ ADMINISTRATIVE SER,"125,650"
KEN01,20/12/2017,10423,UNITED NATIONS OFFICE AT NAIROBI,KEN,SECURITY/ SAFETY SERVICES,"105,504"
LBN01,20/12/2017,2720,MEDILAB S.A.R.L.,LBN,TECHING/ TRAINING EQUIPMENT,"303,530"
LBN01,20/12/2017,2725,MEDILAB S.A.R.L.,LBN,TECHING/ TRAINING EQUIPMENT,"1,529,901"
LBN01,20/12/2017,2726,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"800,000"
LBY01,20/12/2017,531,ALNAJAT MEDICAL SERVICES,LBY,CIVIL AFFAIRS SERVICES,"1,570,464"
LBY01,20/12/2017,532,EZZOHD COMPANY FOR CATERING,LBY,PREPARED/ PRESERVED FOODS,"2,690,031"
LBY01,20/12/2017,534,ENNOR ELARABI,LBY,BEDCLOTHES/ MATRESSES/ TOWELS,"137,000"
LBY01,20/12/2017,534,ENNOR ELARABI,LBY,BLANKETS,"224,000"
LBY01,20/12/2017,534,ENNOR ELARABI,LBY,CLOTHING,"343,000"
LBY01,20/12/2017,534,ENNOR ELARABI,LBY,FOOTWEAR,"100,000"
MRT01,20/12/2017,1076,ETS NOUVELLE GENERATION,MRT,MAINTENANCE/ CONSTRUCTION SER,"149,271"
NER01,20/12/2017,2449,ENTREPRISE ESMA,NER,MAINTENANCE/ CONSTRUCTION SER,"170,364"
NPL01,20/12/2017,1151,REFUGEES DIRECT PAYMENT,NPL,BUSINESS/ ADMINISTRATIVE SER,"236,864"
SDN01,20/12/2017,6240,ALWAHA FOR SUPPLIES CO. LTD,ARE,SOAP/CLEANING /HYGIENE SUPPLIE,"271,375"
SDN01,20/12/2017,6264,BAJAFAR BROTHERS FOR MULTI ACTIVITIES CO,SDN,SOLAR GENERATORS/ SUPPLIES,"203,530"
SSD01,20/12/2017,3318,Liberty Engineering and Construction Ltd,KEN,MAINTENANCE/ CONSTRUCTION SER,"119,992"
SSD01,20/12/2017,3321,KAHIA TRANSPORTERS LTD,KEN,MEASURING/TESTING EQUIP/ SUPPL,"217,025"
TUR01,20/12/2017,4387,77 INSAAT VE TAAHHUT A.S.,TUR,TOOL KITS,"137,360"
TUR01,20/12/2017,4388,ADIL MAKINA SANAYI VE TICARET,TUR,METALWORKING MACHINERY/ SUPPL,"332,000"
UGA01,20/12/2017,6231,JOINT MEDICAL STORE,UGA,MISC DRUGS,"289,172"
UGA01,20/12/2017,6490,A K PLASTIC UGANDA LIMITED,UGA,WATER CANS,"109,900"
YEM01,20/12/2017,3237,TAYBAH MUSTAFA FOR IMPORT,YEM,WATER COOLED POWER GENERATORS,"127,800"
YEM01,20/12/2017,3242,Mohammed Al-Hadi office,YEM,CARGO/PASSENGER TRANSPORT,"700,000"
CAF01,19/12/2017,1828,LA KING SECURITY SERVICE,CAF,SECURITY/ SAFETY SERVICES,"199,284"
CMR01,19/12/2017,4772,MARITIME LOGISTICS Sarl,CMR,CARGO/PASSENGER TRANSPORT,"103,560"
DONIK,19/12/2017,493,SAVE THE CHILDREN UK,GBR,BUSINESS/ ADMINISTRATIVE SER,"100,500"
ETH01,19/12/2017,6308,SAHLEMARIAM ZERGAW BUILDING CONTRACTOR,ETH,MAINTENANCE/ CONSTRUCTION SER,"231,525"
GRC01,19/12/2017,2556,RAMOS S.A. TECHNICAL TRADE IMPORTS DISTR,GRC,COOKING STOVES,"104,265"
GRC01,19/12/2017,2561,KMS BUILDING S.A,GRC,STORAGE/PACKING/HANDLING,"324,585"
HQSMS,19/12/2017,41118,MANTRAC (U) LIMITED,UGA,CONSTRUCTION VEHICLES/EQUIP,"320,500"
HQSMS,19/12/2017,41120,VICTORIA EQUIPMENT LIMITED,UGA,CONSTRUCTION VEHICLES/EQUIP,"246,827"
HQSMS,19/12/2017,41120,VICTORIA EQUIPMENT LIMITED,UGA,MATERIAL HANDLING EQUIP,"171,013"
HQSMS,19/12/2017,41122,Arkivum Limited,GBR,BUSINESS/ ADMINISTRATIVE SER,"101,879"
HQSMS,19/12/2017,41129,ALLIED TRANSPORT AGENT,TZA,CARGO/PASSENGER TRANSPORT,"168,000"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,19/12/2017,41132,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"452,895"
HQSMS,19/12/2017,41133,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"228,620"
HQSMS,19/12/2017,41145,CODAN LTD.,AUS,HF EQUIPMENT,"317,859"
HQSMS,19/12/2017,41158,IMRES,NLD,MISC DRUGS,"165,234"
HQSMS,19/12/2017,41160,DANOFFICE PLC,DNK,NETWORK COMPONENTS / ACCESS,"120,510"
IRN01,19/12/2017,6377,MINISTRY OF EDUCATION AND TRAINING,IRN,BUSINESS/ ADMINISTRATIVE SER,"989,114"
IRQ01,19/12/2017,3340,Idris Latif Hamad Ameen,IRQ,STORAGE/PACKING/HANDLING,"279,125"
